TransactionAmount,TransactionDuration,AccountBalance,TransactionGap,CustomerAge_Bin,TransactionType,Channel,CustomerOccupation,Target
29.579999999999984,112.0,8345.26,-32019402.0,Middle,Debit,Branch,Engineer,2
139.45,31.0,1305.7600000000002,-41700423.0,Young,Debit,Online,Student,4
432.63,137.0,13648.36,-42562786.0,Young,Debit,ATM,Doctor,2
131.43,65.0,1337.5,-55430692.0,Middle,Debit,Online,Doctor,0
516.72,128.0,2015.69,-33830911.0,Middle,Debit,ATM,Engineer,1
121.82,123.0,8354.54,-54917263.0,Old,Debit,Online,Doctor,0
374.5,178.0,1671.5100000000002,-40490586.0,Young,Credit,Branch,Student,4
166.13,227.0,11822.53,-36688218.0,Old,Debit,ATM,Doctor,2
626.9,146.0,587.1099999999997,-33751761.0,Young,Debit,ATM,Student,1
466.85,165.0,5422.53,-41094741.0,Old,Debit,Branch,Retired,1
788.84,231.0,1913.73,-46364948.0,Old,Debit,Online,Retired,1
873.6499999999999,59.0,12139.83,-51118277.0,Middle,Credit,Online,Doctor,1
525.28,134.0,4693.6,-50167935.0,Old,Debit,ATM,Retired,1
110.17000000000002,137.0,464.1999999999998,-36605039.0,Young,Debit,ATM,Engineer,4
632.69,76.0,4363.74,-36171648.0,Old,Debit,ATM,Retired,1
124.35,90.0,3319.76,-28654340.0,Old,Debit,ATM,Retired,3
43.849999999999994,122.0,4356.98,-51982904.0,Old,Debit,ATM,Retired,0
283.81,29.0,1519.35,-52328332.0,Young,Debit,Branch,Student,4
168.53,112.0,5962.58,-43947687.0,Old,Debit,ATM,Retired,0
218.59,123.0,6699.23,-29604224.0,Middle,Credit,Branch,Engineer,2
132.84,143.0,822.7300000000005,-38072423.0,Young,Debit,ATM,Student,4
157.37,289.0,13964.309999999998,-30640546.0,Middle,Credit,Branch,Doctor,2
144.77,159.0,867.3199999999997,-41095351.0,Young,Debit,Online,Student,4
643.22,93.0,1035.8599999999997,-47574194.0,Old,Debit,ATM,Doctor,1
899.4200000000001,297.0,13347.689999999999,-30208681.0,Middle,Debit,Branch,Doctor,1
208.07,36.0,8478.9,-41700031.0,Young,Debit,Online,Doctor,3
94.30000000000001,57.0,11088.95,-27180858.0,Old,Debit,Branch,Doctor,2
295.5,36.0,6280.66,-29945228.0,Old,Debit,ATM,Retired,3
30.22999999999999,99.0,481.1300000000001,-31414721.0,Middle,Debit,ATM,Doctor,3
112.05000000000001,159.0,1122.88,-31414506.0,Young,Credit,ATM,Student,4
180.24,144.0,8431.23,-42303929.0,Old,Debit,Branch,Engineer,0
13.70999999999998,148.0,8342.79,-45238615.0,Middle,Credit,Online,Engineer,0
96.54000000000002,95.0,7182.22,-51979454.0,Old,Debit,Branch,Retired,0
79.35,70.0,1692.15,-51979411.0,Old,Debit,Online,Retired,0
101.04000000000002,160.0,1695.5699999999997,-41694636.0,Young,Debit,ATM,Student,4
74.42000000000002,68.0,6264.21,-29947687.0,Middle,Debit,Online,Engineer,3
39.66,169.0,8497.34,-46281027.0,Middle,Debit,Branch,Engineer,0
99.36000000000001,46.000000000000014,1272.12,-47056401.0,Middle,Debit,ATM,Doctor,0
123.85,244.0,3959.62,-37718348.0,Old,Debit,Online,Engineer,3
426.93,248.0,476.1899999999996,-27183852.0,Young,Debit,ATM,Student,4
133.73,123.0,1872.2200000000003,-46453660.0,Young,Credit,Online,Student,4
222.39,73.0,3117.39,-37899473.0,Middle,Debit,Online,Engineer,3
215.94,140.0,1841.69,-44726642.0,Young,Credit,Online,Student,4
6.300000000000011,283.0,7697.68,-28127959.0,Old,Debit,Branch,Retired,3
826.23,209.0,7580.59,-45157614.0,Young,Debit,ATM,Doctor,1
211.36,67.0,7936.91,-33666862.0,Middle,Debit,Online,Engineer,2
131.46,258.0,6642.33,-46539258.0,Old,Debit,Branch,Retired,3
202.86,149.0,7642.25,-45931448.0,Old,Credit,Branch,Doctor,0
268.39,171.0,136.73999999999978,-42903686.0,Young,Debit,ATM,Student,4
194.85,130.0,319.84000000000015,-36170260.0,Young,Debit,Online,Student,4
137.35,220.0,12662.66,-50594286.0,Middle,Credit,Branch,Doctor,2
712.75,25.0,8126.06,-50594255.0,Middle,Debit,Branch,Doctor,1
353.82,143.0,705.75,-49558121.0,Middle,Debit,ATM,Doctor,0
507.25,143.0,5331.57,-32021372.0,Middle,Debit,Branch,Retired,2
212.74,128.0,7645.47,-28127856.0,Young,Debit,Branch,Engineer,3
364.42,146.0,8119.73,-33750109.0,Middle,Debit,ATM,Engineer,2
195.12,144.0,6101.15,-40400875.0,Middle,Debit,ATM,Doctor,2
230.61,204.0,2561.42,-36862107.0,Old,Debit,Branch,Retired,3
739.28,46.999999999999986,11905.64,-43514702.0,Old,Credit,Branch,Doctor,1
390.35,61.00000000000001,7095.88,-34954395.0,Old,Credit,ATM,Doctor,3
242.03,124.0,4382.73,-51983911.0,Old,Debit,Online,Engineer,0
242.39,271.0,1328.73,-30209840.0,Young,Credit,ATM,Student,4
135.03,180.0,1278.0,-53449672.0,Young,Debit,ATM,Student,4
83.5,91.0,1749.79,-46531187.0,Old,Debit,Branch,Student,4
193.54,267.0,2929.51,-32541923.0,Old,Debit,Branch,Retired,3
617.36,61.00000000000001,8926.38,-30121446.0,Young,Debit,Branch,Engineer,1
775.23,38.0,5977.59,-39281219.0,Old,Credit,Online,Doctor,1
266.57,100.0,7676.92,-34959731.0,Old,Debit,ATM,Retired,3
153.4,144.0,4657.7,-50423471.0,Middle,Debit,ATM,Engineer,0
899.4200000000001,251.0,5579.11,-28392484.0,Middle,Debit,Branch,Retired,1
5.1200000000000045,90.0,3293.01,-33494525.0,Middle,Debit,Branch,Engineer,0
119.11000000000001,131.0,7998.25,-42565082.0,Old,Debit,ATM,Engineer,0
899.4200000000001,147.0,1093.8900000000008,-50772008.0,Young,Debit,Online,Student,1
119.72,123.0,3435.34,-55259705.0,Young,Debit,Branch,Engineer,0
107.4,32.0,344.0699999999997,-43255216.0,Old,Debit,Online,Doctor,4
115.92000000000002,57.0,3897.17,-56726794.0,Middle,Debit,ATM,Retired,0
438.04,247.0,5358.95,-37804347.0,Old,Debit,ATM,Retired,3
677.29,287.0,627.79,-47741956.0,Young,Debit,Online,Engineer,4
296.0,248.0,7418.82,-46539685.0,Middle,Debit,Branch,Doctor,3
299.09,84.0,5615.26,-56821996.0,Middle,Credit,Branch,Engineer,0
461.52,44.0,1995.1800000000003,-46538909.0,Young,Credit,Branch,Student,4
100.51999999999998,110.0,453.3900000000003,-55608208.0,Middle,Debit,ATM,Engineer,0
85.35,166.0,2173.76,-42134280.0,Old,Debit,ATM,Retired,3
79.75999999999999,170.0,6452.14,-55006985.0,Middle,Debit,Branch,Engineer,0
778.49,107.0,7713.67,-42304860.0,Old,Credit,Online,Retired,1
386.38,135.0,5528.36,-56131792.0,Middle,Debit,Online,Engineer,0
165.25,106.0,9939.94,-29862008.0,Middle,Debit,Online,Doctor,2
14.29000000000002,150.0,7016.99,-53106027.0,Middle,Debit,ATM,Engineer,0
232.79,145.0,2661.3,-35476534.0,Middle,Credit,Branch,Retired,3
899.4200000000001,159.0,9410.17,-30810161.0,Old,Credit,Branch,Engineer,1
92.29000000000002,115.0,2026.3199999999997,-54230006.0,Middle,Debit,Branch,Engineer,0
293.97,153.0,7371.85,-30810882.0,Old,Debit,Branch,Retired,3
136.32,113.0,264.8299999999999,-33657540.0,Young,Debit,Online,Student,4
251.06,34.0,10001.66,-28824179.0,Middle,Debit,Online,Doctor,2
50.170000000000016,35.0,7752.14,-35651595.0,Old,Credit,ATM,Retired,0
21.399999999999977,258.0,9594.11,-27101052.0,Middle,Debit,Branch,Engineer,2
73.28,21.0,1329.4099999999999,-52238265.0,Young,Debit,Branch,Student,4
70.23000000000002,260.0,11624.93,-36085749.0,Middle,Debit,ATM,Doctor,2
689.29,100.0,168.84000000000015,-57681462.0,Young,Debit,ATM,Student,4
745.03,231.0,160.5699999999997,-39623233.0,Young,Debit,Online,Student,1
54.610000000000014,160.0,7135.64,-29001435.0,Old,Debit,ATM,Engineer,3
54.05000000000001,146.0,469.1400000000003,-48266292.0,Young,Debit,Branch,Student,4
107.47,144.0,7517.5,-49386760.0,Old,Debit,Online,Retired,0
611.11,282.0,919.8400000000001,-33053921.0,Young,Debit,ATM,Student,1
219.63,44.0,8013.63,-31075262.0,Middle,Debit,ATM,Doctor,2
188.7,123.0,5077.06,-54662935.0,Middle,Debit,Branch,Retired,0
93.51999999999998,97.0,2791.2,-38672800.0,Middle,Debit,Online,Engineer,3
275.92,107.0,1777.38,-35644787.0,Old,Credit,Branch,Retired,3
376.79,265.0,7749.14,-55606886.0,Old,Debit,Branch,Retired,3
8.980000000000018,56.0,4516.76,-38073820.0,Old,Debit,Online,Student,4
697.32,91.0,2016.02,-46885274.0,Old,Debit,Online,Retired,1
17.44999999999999,88.0,1959.52,-36084500.0,Young,Debit,ATM,Student,4
302.16,138.0,3876.61,-33056386.0,Old,Debit,Online,Retired,3
442.74,136.0,1790.27,-33229324.0,Young,Debit,Branch,Student,4
623.9,249.0,711.4700000000003,-39191154.0,Young,Debit,ATM,Student,4
445.41,235.0,12154.66,-30210037.0,Middle,Debit,ATM,Doctor,2
63.41,36.0,1546.2200000000003,-29860689.0,Young,Debit,ATM,Student,4
346.85,88.0,7208.15,-31671395.0,Middle,Debit,ATM,Doctor,2
71.94999999999999,53.0,9267.32,-54401191.0,Old,Credit,Online,Engineer,0
7.5,36.0,6485.78,-54057754.0,Old,Debit,Online,Retired,0
206.46,279.0,3984.38,-29598042.0,Old,Debit,ATM,Retired,3
423.11,46.999999999999986,412.77999999999975,-40397396.0,Old,Debit,ATM,Engineer,4
35.84,172.0,4795.65,-50683623.0,Middle,Credit,Online,Retired,0
88.6,105.0,246.5699999999997,-54313623.0,Young,Credit,Branch,Student,4
899.4200000000001,168.0,1058.13,-36854680.0,Young,Debit,ATM,Student,1
53.81,37.0,4734.110000000001,-33232581.0,Middle,Credit,ATM,Engineer,0
22.45999999999998,78.0,6631.5,-46368235.0,Middle,Debit,Online,Retired,0
334.89,260.0,1661.6800000000003,-40830331.0,Young,Debit,Online,Student,4
319.27,59.0,5504.01,-40835310.0,Middle,Credit,Online,Retired,3
144.3,88.0,312.1899999999996,-28651555.0,Young,Debit,ATM,Student,4
348.7,149.0,2445.58,-47659993.0,Old,Credit,Branch,Retired,0
366.21,181.0,10862.99,-57161670.0,Old,Debit,ATM,Doctor,2
99.11000000000001,12.0,5414.87,-47747454.0,Middle,Debit,Online,Retired,0
539.35,127.0,3919.44,-45931019.0,Middle,Debit,ATM,Retired,1
188.99,92.0,7315.34,-44465066.0,Old,Debit,Branch,Engineer,0
899.4200000000001,58.0,3740.73,-56819484.0,Middle,Debit,ATM,Engineer,1
710.14,227.0,465.6300000000001,-52415497.0,Young,Debit,ATM,Student,1
308.68,170.0,9992.36,-53189766.0,Middle,Debit,Online,Doctor,2
166.68,139.0,5141.19,-50765063.0,Old,Debit,ATM,Retired,0
0.9900000000000091,133.0,4317.85,-36083638.0,Middle,Debit,ATM,Engineer,3
505.19,128.0,5326.68,-51896715.0,Young,Debit,ATM,Doctor,1
66.57999999999998,79.0,1636.3199999999997,-28998125.0,Young,Debit,Branch,Student,4
223.43,178.0,7932.41,-54828596.0,Old,Debit,Branch,Retired,0
659.95,114.0,3927.69,-35478401.0,Old,Debit,Online,Engineer,1
634.86,45.0,588.5,-39022745.0,Young,Debit,ATM,Student,4
286.5,60.0,8517.95,-32627473.0,Young,Credit,Branch,Engineer,3
322.96,168.0,2401.59,-29605804.0,Old,Credit,Branch,Retired,3
654.48,114.0,6776.41,-39281591.0,Young,Debit,Branch,Student,1
157.96999999999997,140.0,5529.92,-43344555.0,Middle,Debit,Branch,Doctor,0
120.9,52.0,9009.42,-41529052.0,Middle,Debit,Branch,Doctor,2
254.77,57.0,5994.87,-56647178.0,Old,Debit,Branch,Engineer,0
795.96,119.0,5468.58,-34784083.0,Old,Debit,Online,Retired,1
149.25,142.0,5677.52,-49562936.0,Middle,Debit,ATM,Engineer,0
3.420000000000016,158.0,14180.21,-35049253.0,Middle,Credit,Branch,Doctor,2
68.19,189.0,9895.1,-51897618.0,Middle,Credit,Online,Doctor,0
493.42,111.0,2232.84,-43944509.0,Middle,Debit,Branch,Engineer,1
37.56999999999999,42.0,7739.54,-48173611.0,Old,Debit,ATM,Retired,0
127.0,68.0,431.15999999999985,-35910031.0,Young,Credit,Branch,Student,4
96.88999999999999,53.0,6044.93,-51725345.0,Old,Debit,ATM,Student,0
448.33,161.0,922.1899999999996,-47750268.0,Young,Debit,ATM,Student,4
899.4200000000001,55.0,447.52999999999975,-35648805.0,Middle,Debit,ATM,Engineer,1
8.649999999999977,273.0,10778.35,-44722826.0,Middle,Debit,Online,Doctor,2
65.57,82.0,4734.110000000001,-49905730.0,Middle,Debit,Online,Engineer,0
539.81,177.0,2051.25,-53711689.0,Middle,Debit,Online,Engineer,0
363.53,142.0,1038.9099999999999,-56646423.0,Old,Debit,ATM,Retired,0
64.9,72.0,6854.61,-54315999.0,Middle,Credit,Branch,Retired,0
358.18,157.0,619.8599999999997,-49562586.0,Young,Debit,ATM,Student,4
167.2,84.0,11320.83,-56643195.0,Young,Debit,Branch,Doctor,0
121.91,133.0,14510.8,-42902947.0,Old,Debit,Branch,Doctor,2
137.57,70.0,5103.67,-28392300.0,Middle,Debit,Online,Engineer,3
534.62,45.0,13793.529999999999,-28908907.0,Middle,Debit,Online,Doctor,2
463.92,199.0,2403.39,-51982082.0,Middle,Debit,Online,Engineer,3
320.14,96.0,3075.9699999999993,-55523338.0,Old,Debit,Online,Retired,0
214.93,52.0,7835.4,-46537596.0,Young,Debit,Online,Student,4
660.02,84.0,414.4300000000003,-33577859.0,Young,Debit,Branch,Student,1
345.81,135.0,6116.8,-42912077.0,Middle,Debit,Branch,Engineer,2
143.54,80.0,6067.62,-33235337.0,Old,Debit,ATM,Retired,3
42.55000000000001,29.0,7341.43,-50418801.0,Middle,Debit,Branch,Engineer,0
899.4200000000001,128.0,1240.71,-56733569.0,Young,Credit,Online,Student,1
541.79,125.0,1454.08,-38935664.0,Young,Debit,ATM,Student,4
40.56999999999999,63.0,1476.9099999999999,-54399850.0,Young,Debit,Branch,Student,4
120.24000000000001,131.0,1943.13,-37466158.0,Young,Debit,Branch,Student,4
498.67,244.0,1719.9700000000003,-28914541.0,Young,Debit,Online,Student,1
227.22,220.0,832.8199999999997,-50764792.0,Middle,Debit,ATM,Doctor,3
899.4200000000001,34.0,7696.16,-28396927.0,Young,Debit,Online,Engineer,1
56.94,74.0,7004.63,-28394095.0,Old,Credit,Online,Student,3
629.82,159.0,6385.69,-41096976.0,Old,Debit,Branch,Retired,1
59.44,176.0,5472.03,-44028818.0,Middle,Debit,Online,Engineer,3
186.69,54.0,8602.22,-26839791.0,Young,Debit,Branch,Engineer,3
230.46,179.0,162.52999999999975,-48263723.0,Young,Debit,Online,Student,4
65.09,159.0,9370.9,-53100699.0,Middle,Credit,Online,Engineer,0
457.09,63.0,8570.82,-45674148.0,Middle,Credit,Online,Engineer,2
552.02,100.0,522.0799999999999,-29344659.0,Middle,Credit,ATM,Engineer,1
377.12,61.00000000000001,836.6700000000001,-38674753.0,Middle,Debit,ATM,Engineer,3
204.56,179.0,364.72000000000025,-36253149.0,Young,Credit,Branch,Student,4
420.28,144.0,8557.32,-46363236.0,Middle,Debit,Branch,Doctor,2
97.09,202.0,1579.5699999999997,-49556377.0,Young,Debit,ATM,Student,4
124.59,171.0,129.28999999999996,-47399823.0,Young,Debit,Branch,Student,4
73.88,34.0,6474.41,-58030911.0,Middle,Debit,Online,Doctor,0
77.43,169.0,4734.110000000001,-56562921.0,Young,Debit,Online,Student,4
106.16,277.0,7487.79,-49214823.0,Old,Debit,ATM,Doctor,3
245.93,172.0,7986.63,-44630303.0,Middle,Debit,Branch,Engineer,2
622.41,125.0,7322.01,-28393807.0,Old,Debit,ATM,Doctor,1
43.72999999999999,145.0,9929.43,-50167624.0,Middle,Debit,ATM,Doctor,0
899.4200000000001,68.0,1830.98,-46538092.0,Young,Debit,Branch,Student,1
2.0299999999999727,28.0,3012.31,-26582505.0,Middle,Credit,ATM,Engineer,3
770.65,137.0,7198.8,-42128375.0,Young,Debit,Online,Doctor,1
260.31,113.0,10980.38,-53105108.0,Old,Debit,Branch,Doctor,0
356.1,187.0,868.3500000000004,-32457443.0,Young,Credit,Branch,Student,4
27.069999999999993,39.0,3773.29,-52583456.0,Old,Credit,Branch,Retired,0
119.88999999999999,60.0,6697.77,-27701851.0,Old,Debit,ATM,Doctor,3
106.38999999999999,281.0,9410.99,-54394103.0,Middle,Debit,Online,Doctor,2
12.04000000000002,58.0,6213.32,-30643173.0,Middle,Debit,Online,Engineer,0
365.7,115.0,368.77999999999975,-55870477.0,Young,Debit,Branch,Student,4
29.379999999999995,63.0,1663.31,-54229259.0,Young,Credit,Branch,Student,4
319.85,148.0,711.6599999999999,-40317803.0,Old,Debit,ATM,Doctor,4
350.14,38.0,2403.25,-51023878.0,Old,Credit,Online,Retired,0
163.94,73.0,5957.37,-39619214.0,Middle,Credit,Branch,Retired,3
170.53,58.0,801.0100000000002,-54997805.0,Young,Debit,Branch,Student,4
262.22,136.0,5711.71,-41437285.0,Middle,Credit,ATM,Engineer,3
41.49000000000001,13.0,928.3299999999999,-48353083.0,Young,Debit,Online,Student,4
121.43,243.0,7365.28,-51292015.0,Middle,Credit,Branch,Engineer,3
350.46,165.0,5839.38,-28655430.0,Middle,Debit,Branch,Retired,2
220.41,155.0,5116.98,-36862035.0,Young,Credit,Online,Engineer,3
33.46000000000001,111.0,3641.07,-53795829.0,Old,Debit,ATM,Retired,0
104.79000000000002,223.0,1352.19,-39283415.0,Old,Debit,ATM,Doctor,3
246.27,141.0,7299.86,-27012147.0,Young,Debit,Online,Doctor,3
48.849999999999994,176.0,1503.56,-28653723.0,Young,Debit,ATM,Student,4
332.0,17.0,5943.13,-48094762.0,Old,Debit,ATM,Retired,0
118.1,167.0,895.6599999999999,-31936801.0,Middle,Debit,Online,Engineer,3
84.59,10.0,5669.1,-48784346.0,Old,Credit,Branch,Doctor,0
295.64,82.0,1061.96,-28132763.0,Young,Debit,Online,Student,4
514.33,160.0,1592.94,-44984709.0,Young,Debit,Branch,Student,4
899.4200000000001,112.0,6215.96,-53185748.0,Middle,Debit,ATM,Doctor,1
94.59,34.0,6171.89,-29257597.0,Middle,Debit,Online,Doctor,2
80.43,157.0,5987.67,-57859115.0,Old,Debit,Branch,Retired,0
54.25,37.0,14783.329999999998,-39885423.0,Old,Debit,Online,Doctor,2
178.88,93.0,4708.29,-43512062.0,Old,Credit,Branch,Retired,0
518.85,82.0,1806.0,-32621330.0,Young,Debit,Online,Student,4
10.649999999999977,161.0,13240.72,-48354332.0,Middle,Debit,Online,Doctor,2
198.62,84.0,1196.0699999999997,-48354109.0,Young,Credit,Branch,Student,4
107.03,73.0,1408.0699999999997,-52580700.0,Young,Debit,Branch,Student,4
139.57,263.0,271.77999999999975,-30463692.0,Young,Debit,ATM,Student,4
312.47,148.0,9419.27,-47659419.0,Middle,Debit,ATM,Student,2
346.11,213.0,9551.64,-57856066.0,Middle,Debit,Branch,Engineer,2
138.06,159.0,1070.4700000000003,-40401899.0,Middle,Debit,Branch,Engineer,3
158.01999999999998,120.0,9374.24,-35478043.0,Middle,Debit,ATM,Engineer,2
830.01,96.0,4253.18,-40750048.0,Old,Credit,Online,Retired,1
435.5,112.0,6981.03,-46531715.0,Middle,Debit,ATM,Student,0
110.49000000000001,48.0,10483.93,-31935933.0,Old,Debit,Online,Doctor,2
329.4,68.0,9588.07,-27185866.0,Middle,Debit,Online,Doctor,2
635.4,106.0,1238.1099999999997,-35565405.0,Middle,Debit,ATM,Doctor,1
769.97,23.0,1244.9300000000003,-54133987.0,Young,Debit,Branch,Student,4
175.07,169.0,1040.25,-36858115.0,Young,Debit,Branch,Student,4
7.310000000000002,282.0,5757.67,-42912184.0,Old,Debit,Branch,Retired,3
175.15,32.0,4734.110000000001,-31158424.0,Young,Debit,ATM,Student,4
32.54000000000002,183.0,1544.88,-42219686.0,Young,Debit,Online,Student,4
121.82,119.0,4734.110000000001,-36510436.0,Old,Debit,Online,Doctor,3
56.120000000000005,102.0,8839.67,-36076775.0,Young,Debit,ATM,Doctor,3
424.7,178.0,6239.89,-55607471.0,Old,Credit,Online,Retired,0
35.16,130.0,4734.110000000001,-32451611.0,Young,Debit,Branch,Engineer,3
35.72999999999999,87.0,9073.17,-44119386.0,Old,Debit,Branch,Doctor,0
3.4399999999999977,108.0,7561.33,-56558870.0,Old,Debit,ATM,Retired,0
899.4200000000001,235.0,694.0299999999997,-48002165.0,Young,Credit,Branch,Student,1
139.03,81.0,2276.57,-37289480.0,Middle,Credit,Online,Engineer,3
254.92,169.0,2791.12,-35654592.0,Young,Credit,ATM,Engineer,4
115.11000000000001,139.0,9808.97,-47399756.0,Young,Debit,Online,Engineer,0
171.11,171.0,6324.09,-46538176.0,Old,Debit,ATM,Retired,3
168.54,142.0,13406.0,-55353301.0,Old,Debit,ATM,Doctor,0
420.76,112.0,6581.55,-53539443.0,Middle,Debit,Branch,Retired,0
408.46,28.0,3140.79,-53020234.0,Old,Debit,Branch,Retired,0
899.4200000000001,45.0,10357.26,-37899207.0,Young,Credit,Online,Doctor,1
342.17,247.0,461.8299999999999,-28137530.0,Young,Credit,Branch,Student,4
580.71,95.0,5670.0,-35479986.0,Middle,Debit,ATM,Engineer,1
821.54,36.0,4040.32,-37980041.0,Old,Credit,Branch,Retired,1
253.47,238.0,220.51000000000022,-43945264.0,Young,Debit,Branch,Student,4
22.810000000000002,75.0,3634.76,-45324896.0,Old,Debit,Online,Retired,0
266.57,96.0,7180.48,-42300611.0,Middle,Credit,Online,Engineer,2
374.61,37.0,1389.71,-37374048.0,Old,Credit,Online,Retired,4
339.35,70.0,5002.7,-55267170.0,Old,Credit,ATM,Retired,0
810.3599999999999,67.0,9239.12,-56732896.0,Young,Debit,ATM,Student,1
9.829999999999984,86.0,666.4200000000001,-40489486.0,Young,Debit,ATM,Student,4
135.57,116.0,11351.64,-43944850.0,Middle,Credit,Branch,Doctor,2
340.05,37.0,7234.15,-32280050.0,Middle,Debit,ATM,Engineer,2
283.45,127.0,2049.51,-33144244.0,Young,Debit,Branch,Engineer,4
100.99000000000001,114.0,8865.27,-45330523.0,Old,Debit,ATM,Doctor,0
90.88,176.0,3908.47,-53795904.0,Young,Debit,Branch,Student,4
655.15,264.0,5587.44,-58031061.0,Young,Debit,ATM,Engineer,3
320.55,118.0,438.75,-47746587.0,Middle,Debit,Online,Engineer,0
41.50999999999999,48.0,609.6000000000004,-34269861.0,Young,Debit,Online,Student,4
71.53,39.0,2393.73,-32023355.0,Old,Credit,Branch,Retired,3
467.13,45.0,3914.84,-34786112.0,Middle,Credit,Branch,Retired,3
235.4,70.0,818.3599999999997,-34960068.0,Young,Debit,Branch,Student,4
159.32,100.0,304.4399999999996,-56812399.0,Young,Debit,Branch,Student,4
50.829999999999984,48.0,9553.42,-27792232.0,Young,Credit,Online,Doctor,3
56.889999999999986,56.0,3034.67,-55260356.0,Old,Credit,Branch,Engineer,0
20.21999999999997,138.0,5515.32,-52234813.0,Middle,Debit,ATM,Engineer,0
50.400000000000006,84.0,1677.0100000000002,-50771073.0,Middle,Debit,Branch,Doctor,0
73.88,131.0,4055.55,-47139935.0,Middle,Debit,Branch,Retired,0
119.61000000000001,53.0,9899.94,-51896787.0,Middle,Debit,ATM,Doctor,0
899.4200000000001,129.0,756.7399999999998,-30123907.0,Young,Debit,Branch,Student,1
116.57999999999998,247.0,2620.74,-37207712.0,Middle,Debit,Branch,Engineer,3
899.4200000000001,161.0,11090.24,-42819722.0,Young,Debit,ATM,Doctor,1
391.96,79.0,2174.16,-43515889.0,Old,Debit,ATM,Retired,4
156.26,160.0,7854.1,-58025985.0,Middle,Credit,Branch,Engineer,0
427.0,163.0,8253.65,-39884581.0,Middle,Credit,Branch,Engineer,2
443.68,137.0,874.1499999999996,-48258714.0,Young,Debit,Branch,Student,4
101.75999999999999,26.000000000000014,6043.25,-53793824.0,Young,Debit,Branch,Doctor,0
67.57,107.0,2766.12,-38417197.0,Middle,Debit,Branch,Engineer,3
326.29,179.0,8171.26,-28825209.0,Old,Debit,Online,Engineer,2
158.56,100.0,5401.21,-53102555.0,Middle,Debit,ATM,Doctor,0
56.02000000000001,142.0,3548.02,-43510649.0,Young,Debit,Online,Student,4
288.28,36.0,160.82999999999993,-56732109.0,Young,Debit,Online,Student,4
245.67,107.0,752.25,-58023158.0,Young,Credit,Branch,Student,4
152.18,176.0,2459.84,-39280408.0,Middle,Credit,Online,Engineer,3
114.35,21.0,469.1199999999999,-29606034.0,Middle,Credit,Branch,Engineer,3
373.27,79.0,8441.61,-41004430.0,Old,Credit,Online,Doctor,3
504.63,168.0,3806.16,-30812440.0,Old,Debit,Online,Engineer,1
126.22,77.0,6133.41,-47490146.0,Middle,Debit,ATM,Engineer,0
820.1499999999999,181.0,8802.97,-27790653.0,Middle,Debit,Branch,Doctor,1
899.4200000000001,127.0,14881.77,-50426194.0,Old,Credit,Online,Doctor,1
8.370000000000005,135.0,1106.3399999999997,-57167396.0,Old,Debit,ATM,Retired,0
197.49,30.0,5005.33,-42305395.0,Middle,Credit,Online,Retired,0
637.97,90.0,7949.03,-32626238.0,Old,Debit,Branch,Retired,1
13.519999999999982,65.0,259.7699999999995,-46538102.0,Young,Debit,ATM,Student,4
432.1,240.0,2114.3,-51378119.0,Middle,Debit,ATM,Engineer,3
375.17,66.0,5495.3,-44463033.0,Middle,Debit,ATM,Engineer,0
642.68,94.0,8461.46,-54054687.0,Middle,Debit,Branch,Doctor,2
78.44,292.0,6870.84,-30120309.0,Middle,Credit,Online,Retired,2
139.72,201.0,5058.83,-56816124.0,Middle,Debit,Branch,Engineer,0
499.99,296.0,8885.0,-39715668.0,Young,Debit,Branch,Engineer,3
10.069999999999993,49.0,530.8100000000004,-56733676.0,Young,Debit,Online,Student,4
120.62,85.0,9379.53,-53191768.0,Young,Debit,ATM,Student,0
578.49,180.0,6475.13,-33229199.0,Old,Debit,Branch,Retired,1
119.30000000000001,22.0,319.03999999999996,-37468801.0,Middle,Debit,Branch,Engineer,0
280.92,168.0,5298.85,-26574291.0,Middle,Debit,Online,Doctor,2
42.420000000000016,102.0,490.5699999999997,-45067754.0,Young,Debit,Online,Student,4
77.03,259.0,11310.27,-43513813.0,Old,Debit,ATM,Doctor,2
22.589999999999975,45.0,3988.75,-50774146.0,Old,Debit,ATM,Retired,0
568.76,155.0,7484.32,-33837799.0,Middle,Debit,ATM,Retired,2
25.939999999999998,211.0,4815.11,-33225187.0,Old,Credit,Online,Retired,3
105.94,207.0,5963.1,-39283624.0,Middle,Debit,Branch,Engineer,3
733.29,94.0,10427.0,-51801896.0,Middle,Debit,ATM,Doctor,1
350.15,195.0,296.47000000000025,-29605812.0,Young,Credit,ATM,Student,4
899.4200000000001,105.0,1100.06,-37723235.0,Old,Debit,ATM,Doctor,1
183.67,238.0,910.2600000000002,-42911976.0,Young,Debit,Online,Student,4
278.27,123.0,6684.34,-49562523.0,Young,Debit,Branch,Doctor,0
470.3,88.0,8524.09,-36163275.0,Middle,Debit,ATM,Doctor,2
261.69,84.0,5126.65,-29601584.0,Middle,Debit,ATM,Retired,3
365.04,94.0,873.8900000000003,-52587731.0,Young,Debit,Branch,Student,4
211.1,136.0,7059.77,-35996893.0,Old,Debit,Branch,Retired,3
21.49000000000001,240.0,11991.24,-47488611.0,Old,Debit,ATM,Doctor,2
63.579999999999984,199.0,8086.04,-36253722.0,Young,Debit,ATM,Student,3
321.86,167.0,12626.49,-40491644.0,Old,Debit,ATM,Doctor,2
